other import 0.0010001659393310547
         202661 function calls (198117 primitive calls) in 0.516 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.516    0.516 mpg.py:19(load_db)
        1    0.000    0.000    0.062    0.062 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.016    0.016 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
      114    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        6    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        4    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        6    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       35    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       34    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
       34    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
       37    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.016    0.016 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:510(<lambda>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:36(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:38(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:42(name_op)
        5    0.000    0.000    0.000    0.000 opcode.py:46(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:50(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        2    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       14    0.000    0.000    0.000    0.000 os.py:740(check_str)
       12    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.047    0.047 overrides.py:1(<module>)
       82    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       82    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      314    0.000    0.000    0.047    0.000 overrides.py:170(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.016    0.001    0.016    0.001 overrides.py:200(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.000    0.000    0.016    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.000    0.000 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1578(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1585(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:295(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:404(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:409(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:534(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:550(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:581(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1111(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.016    0.016 platform.py:261(_syscmd_ver)
        1    0.000    0.000    0.016    0.016 platform.py:3(<module>)
        1    0.000    0.000    0.016    0.016 platform.py:360(win32_ver)
        1    0.000    0.000    0.031    0.031 platform.py:587(_node)
        1    0.000    0.000    0.000    0.000 platform.py:734(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 platform.py:747(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:779(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:785(uname_result)
       30    0.000    0.000    0.047    0.002 platform.py:830(uname)
       15    0.000    0.000    0.047    0.003 platform.py:919(system)
       15    0.000    0.000    0.000    0.000 platform.py:956(machine)
        2    0.000    0.000    0.000    0.000 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.516    0.516 profile:0(load_db())
        0    0.000             0.000          profile:0(profiler)
        1    0.000    0.000    0.016    0.016 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.016    0.016 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:805(seed)
      193    0.000    0.000    0.000    0.000 re.py:188(match)
       16    0.000    0.000    0.000    0.000 re.py:203(sub)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
       54    0.000    0.000    0.062    0.001 re.py:250(compile)
       52    0.000    0.000    0.000    0.000 re.py:270(escape)
      277    0.000    0.000    0.062    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       12    0.000    0.000    0.000    0.000 re.py:325(_subx)
      116    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.016    0.016 scimath.py:1(<module>)
        1    0.000    0.000    0.016    0.016 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.016    0.016 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
      207    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      208    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      209    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      210    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 socketserver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:153(BaseServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:390(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:516(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:631(_Threads)
        1    0.000    0.000    0.000    0.000 socketserver.py:653(_NoThreads)
        1    0.000    0.000    0.000    0.000 socketserver.py:664(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:708(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:709(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:723(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:769(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:814(_SocketWriter)
        1    0.000    0.000    0.000    0.000 socketserver.py:833(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 sparsetools.py:5(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:5(<module>)
        1    0.000    0.000    0.203    0.203 spinw.py:3(<module>)
        1    0.000    0.000    0.000    0.000 spinw.py:65(Coupling)
        1    0.000    0.000    0.000    0.000 spinw.py:91(Dispersion)
        1    0.000    0.000    0.000    0.000 spinw.py:96(SpinW)
        1    0.000    0.000    0.000    0.000 sputils.py:5(<module>)
      167    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      167    0.000    0.000    0.000    0.000 sre_compile.py:292(_optimize_charset)
       30    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       30    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      184    0.000    0.000    0.016    0.000 sre_compile.py:447(_simple)
        7    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      118    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
    72/53    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       46    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       57    0.000    0.000    0.000    0.000 sre_compile.py:560(_compile_info)
      114    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       57    0.000    0.000    0.031    0.001 sre_compile.py:622(_code)
       57    0.000    0.000    0.047    0.001 sre_compile.py:783(compile)
      122    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
   390/57    0.000    0.000    0.031    0.001 sre_compile.py:87(_compile)
      116    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
      411    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      846    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
     2577    0.000    0.000    0.016    0.000 sre_parse.py:165(__getitem__)
      194    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      742    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
  466/145    0.000    0.000    0.000    0.000 sre_parse.py:175(getwidth)
       58    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     3133    0.000    0.000    0.000    0.000 sre_parse.py:234(__next)
     1063    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
     2592    0.000    0.000    0.000    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       26    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      587    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
      100    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      112    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
      108    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
   173/57    0.000    0.000    0.016    0.000 sre_parse.py:436(_parse_sub)
   207/59    0.000    0.000    0.016    0.000 sre_parse.py:494(_parse)
       57    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      286    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       84    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       57    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       57    0.000    0.000    0.016    0.000 sre_parse.py:944(parse)
       84    0.000    0.000    0.000    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        2    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1090(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:1158(poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1184(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:1240(_get_handles)
        3    0.000    0.000    0.000    0.000 subprocess.py:1312(_make_inheritable)
        1    0.000    0.000    0.000    0.000 subprocess.py:1321(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1334(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1445(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        2    0.000    0.000    0.000    0.000 subprocess.py:1462(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:174(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:175(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:197(Handle)
        8    0.000    0.000    0.000    0.000 subprocess.py:200(Close)
        1    0.000    0.000    0.000    0.000 subprocess.py:205(Detach)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.016    0.016 subprocess.py:377(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:439(__init__)
        1    0.016    0.016    0.016    0.016 subprocess.py:464(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:17(TextWrapper)
       16    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1147(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1229(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1282(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1312(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1314(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1333(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 threading.py:381(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:393(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:476(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:517(Event)
        1    0.000    0.000    0.000    0.000 threading.py:528(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:542(set)
        1    0.000    0.000    0.000    0.000 threading.py:596(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:750(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:775(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:785(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:791(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:802(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:947(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:950(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.016    0.016 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
        1    0.016    0.016    0.016    0.016 type_check.py:1(<module>)
       63    0.000    0.000    0.000    0.000 types.py:171(__get__)
        4    0.000    0.000    0.000    0.000 typing.py:1007(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:1192(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing.py:1197(<genexpr>)
      362    0.000    0.000    0.000    0.000 typing.py:128(_type_convert)
        4    0.000    0.000    0.000    0.000 typing.py:1350(runtime_checkable)
      362    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
        2    0.000    0.000    0.000    0.000 typing.py:1617(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1646(final)
      191    0.000    0.000    0.000    0.000 typing.py:191(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 typing.py:1937(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:1955(<dictcomp>)
      239    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2047(<lambda>)
       98    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       92    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
       53    0.000    0.000    0.000    0.000 typing.py:232(_remove_dups_flatten)
       39    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
  241/181    0.000    0.000    0.000    0.000 typing.py:271(inner)
        1    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
       53    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
       39    0.000    0.000    0.000    0.000 typing.py:358(__getitem__)
       53    0.000    0.000    0.000    0.000 typing.py:434(Union)
      275    0.000    0.000    0.000    0.000 typing.py:466(<genexpr>)
       39    0.000    0.000    0.000    0.000 typing.py:481(Literal)
      480    0.000    0.000    0.000    0.000 typing.py:509(<genexpr>)
       20    0.000    0.000    0.000    0.000 typing.py:524(__init__)
      210    0.000    0.000    0.000    0.000 typing.py:565(__eq__)
      100    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
        9    0.000    0.000    0.000    0.000 typing.py:628(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:640(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:652(__repr__)
     1280    0.000    0.000    0.000    0.000 typing.py:665(_is_dunder)
      188    0.000    0.000    0.000    0.000 typing.py:677(__init__)
     1280    0.000    0.000    0.000    0.000 typing.py:713(__setattr__)
      188    0.000    0.000    0.000    0.000 typing.py:739(__init__)
     1039    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
      503    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
  396/316    0.000    0.000    0.000    0.000 typing.py:756(__hash__)
    45/12    0.000    0.000    0.000    0.000 typing.py:759(__getitem__)
      102    0.000    0.000    0.000    0.000 typing.py:767(<genexpr>)
       96    0.000    0.000    0.000    0.000 typing.py:778(<genexpr>)
       33    0.000    0.000    0.000    0.000 typing.py:783(copy_with)
        3    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
       29    0.000    0.000    0.000    0.000 typing.py:832(__getitem__)
       58    0.000    0.000    0.000    0.000 typing.py:837(<genexpr>)
       36    0.000    0.000    0.000    0.000 typing.py:841(copy_with)
        7    0.000    0.000    0.000    0.000 typing.py:909(__getitem__)
       17    0.000    0.000    0.000    0.000 typing.py:920(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:925(copy_with)
      145    0.000    0.000    0.000    0.000 typing.py:928(__eq__)
    61/59    0.000    0.000    0.000    0.000 typing.py:933(__hash__)
      183    0.000    0.000    0.000    0.000 typing.py:946(_value_and_type_iter)
     1868    0.000    0.000    0.000    0.000 typing.py:947(<genexpr>)
      195    0.000    0.000    0.000    0.000 typing.py:952(__eq__)
      144    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
       27    0.000    0.000    0.000    0.000 typing.py:985(__class_getitem__)
       54    0.000    0.000    0.000    0.000 typing.py:993(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:996(<genexpr>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:4(<module>)
