# List of space groups implemented in th python `spglib`
# number international_short international_full international schoenflies hall_number hall_symbol choice pointgroup_international pointgroup_schoenflies arithmetic_crystal_class_number arithmetic_crystal_class_symbol
1    P1          P 1                  P 1                              C1^1    1    P 1             std    1      C1   1   1P     
154  P3_221      P 3_2 2 1            P 3_2 2 1                        D3^6    443  P 32 2"         std    32     D3   43  321P   
155  R32         R 3 2                R 3 2                            D3^7    444  R 3 2"          H      32     D3   44  32R    
155  R32         R 3 2                R 3 2                            D3^7    445  P 3* 2          R      32     D3   44  32R    
156  P3m1        P 3 m 1              P 3 m 1                          C3v^1   446  P 3 -2"         std    3m     C3v  45  3m1P   
157  P31m        P 3 1 m              P 3 1 m                          C3v^2   447  P 3 -2          std    3m     C3v  46  31mP   
158  P3c1        P 3 c 1              P 3 c 1                          C3v^3   448  P 3 -2"c        std    3m     C3v  45  3m1P   
159  P31c        P 3 1 c              P 3 1 c                          C3v^4   449  P 3 -2c         std    3m     C3v  46  31mP   
160  R3m         R 3 m                R 3 m                            C3v^5   450  R 3 -2"         H      3m     C3v  47  3mR    
160  R3m         R 3 m                R 3 m                            C3v^5   451  P 3* -2         R      3m     C3v  47  3mR    
161  R3c         R 3 c                R 3 c                            C3v^6   452  R 3 -2"c        H      3m     C3v  47  3mR    
161  R3c         R 3 c                R 3 c                            C3v^6   453  P 3* -2n        R      3m     C3v  47  3mR    
162  P-31m       P -3 1 2/m           P -3 1 m                         D3d^1   454  -P 3 2          std    -3m    D3d  48  -31mP  
163  P-31c       P -3 1 2/c           P -3 1 c                         D3d^2   455  -P 3 2c         std    -3m    D3d  48  -31mP  
164  P-3m1       P -3 2/m 1           P -3 m 1                         D3d^3   456  -P 3 2"         std    -3m    D3d  49  -3m1P  
165  P-3c1       P -3 2/c 1           P -3 c 1                         D3d^4   457  -P 3 2"c        std    -3m    D3d  49  -3m1P  
166  R-3m        R -3 2/m             R -3 m                           D3d^5   458  -R 3 2"         H      -3m    D3d  50  -3mR   
166  R-3m        R -3 2/m             R -3 m                           D3d^5   459  -P 3* 2         R      -3m    D3d  50  -3mR   
167  R-3c        R -3 2/c             R -3 c                           D3d^6   460  -R 3 2"c        H      -3m    D3d  50  -3mR   
167  R-3c        R -3 2/c             R -3 c                           D3d^6   461  -P 3* 2n        R      -3m    D3d  50  -3mR   
168  P6          P 6                  P 6                              C6^1    462  P 6             std    6      C6   51  6P     
169  P6_1        P 6_1                P 6_1                            C6^2    463  P 61            std    6      C6   51  6P     
170  P6_5        P 6_5                P 6_5                            C6^3    464  P 65            std    6      C6   51  6P     
171  P6_2        P 6_2                P 6_2                            C6^4    465  P 62            std    6      C6   51  6P     
172  P6_4        P 6_4                P 6_4                            C6^5    466  P 64            std    6      C6   51  6P     
173  P6_3        P 6_3                P 6_3                            C6^6    467  P 6c            std    6      C6   51  6P     
174  P-6         P -6                 P -6                             C3h^1   468  P -6            std    -6     C3h  52  -6P    
175  P6/m        P 6/m                P 6/m                            C6h^1   469  -P 6            std    6/m    C6h  53  6/mP   
176  P6_3/m      P 6_3/m              P 6_3/m                          C6h^2   470  -P 6c           std    6/m    C6h  53  6/mP   
177  P622        P 6 2 2              P 6 2 2                          D6^1    471  P 6 2           std    622    D6   54  622P   
178  P6_122      P 6_1 2 2            P 6_1 2 2                        D6^2    472  P 61 2 (0 0 5)  std    622    D6   54  622P   
179  P6_522      P 6_5 2 2            P 6_5 2 2                        D6^3    473  P 65 2 (0 0 1)  std    622    D6   54  622P   
180  P6_222      P 6_2 2 2            P 6_2 2 2                        D6^4    474  P 62 2 (0 0 4)  std    622    D6   54  622P   
181  P6_422      P 6_4 2 2            P 6_4 2 2                        D6^5    475  P 64 2 (0 0 2)  std    622    D6   54  622P   
182  P6_322      P 6_3 2 2            P 6_3 2 2                        D6^6    476  P 6c 2c         std    622    D6   54  622P   
183  P6mm        P 6 m m              P 6 m m                          C6v^1   477  P 6 -2          std    6mm    C6v  55  6mmP   
184  P6cc        P 6 c c              P 6 c c                          C6v^2   478  P 6 -2c         std    6mm    C6v  55  6mmP   
185  P6_3cm      P 6_3 c m            P 6_3 c m                        C6v^3   479  P 6c -2         std    6mm    C6v  55  6mmP   
186  P6_3mc      P 6_3 m c            P 6_3 m c                        C6v^4   480  P 6c -2c        std    6mm    C6v  55  6mmP   
187  P-6m2       P -6 m 2             P -6 m 2                         D3h^1   481  P -6 2          std    -6m2   D3h  57  -6m2P  
188  P-6c2       P -6 c 2             P -6 c 2                         D3h^2   482  P -6c 2         std    -6m2   D3h  57  -6m2P  
189  P-62m       P -6 2 m             P -6 2 m                         D3h^3   483  P -6 -2         std    -6m2   D3h  56  -62mP  
190  P-62c       P -6 2 c             P -6 2 c                         D3h^4   484  P -6c -2c       std    -6m2   D3h  56  -62mP  
191  P6/mmm      P 6/m 2/m 2/m        P 6/m m m                        D6h^1   485  -P 6 2          std    6/mmm  D6h  58  6/mmmP 
192  P6/mcc      P 6/m 2/c 2/c        P 6/m c c                        D6h^2   486  -P 6 2c         std    6/mmm  D6h  58  6/mmmP 
193  P6_3/mcm    P 6_3/m 2/c 2/m      P 6_3/m c m                      D6h^3   487  -P 6c 2         std    6/mmm  D6h  58  6/mmmP 
194  P6_3/mmc    P 6_3/m 2/m 2/c      P 6_3/m m c                      D6h^4   488  -P 6c 2c        std    6/mmm  D6h  58  6/mmmP 
195  P23         P 2 3                P 2 3                            T^1     489  P 2 2 3         std    23     T    59  23P    
196  F23         F 2 3                F 2 3                            T^2     490  F 2 2 3         std    23     T    60  23F    
197  I23         I 2 3                I 2 3                            T^3     491  I 2 2 3         std    23     T    61  23I    
198  P2_13       P 2_1 3              P 2_1 3                          T^4     492  P 2ac 2ab 3     std    23     T    59  23P    
199  I2_13       I 2_1 3              I 2_1 3                          T^5     493  I 2b 2c 3       std    23     T    61  23I    
200  Pm-3        P 2/m -3             P m -3                           Th^1    494  -P 2 2 3        std    m-3    Th   62  m-3P   
201  Pn-3        P 2/n -3             P n -3                           Th^2    495  P 2 2 3 -1n     1      m-3    Th   62  m-3P   
201  Pn-3        P 2/n -3             P n -3                           Th^2    496  -P 2ab 2bc 3    2      m-3    Th   62  m-3P   
202  Fm-3        F 2/m -3             F m -3                           Th^3    497  -F 2 2 3        std    m-3    Th   63  m-3F   
203  Fd-3        F 2/d -3             F d -3                           Th^4    498  F 2 2 3 -1d     1      m-3    Th   63  m-3F   
203  Fd-3        F 2/d -3             F d -3                           Th^4    499  -F 2uv 2vw 3    2      m-3    Th   63  m-3F   
204  Im-3        I 2/m -3             I m -3                           Th^5    500  -I 2 2 3        std    m-3    Th   64  m-3I   
205  Pa-3        P 2_1/a -3           P a -3                           Th^6    501  -P 2ac 2ab 3    std    m-3    Th   62  m-3P   
206  Ia-3        I 2_1/a -3           I a -3                           Th^7    502  -I 2b 2c 3      std    m-3    Th   64  m-3I   
207  P432        P 4 3 2              P 4 3 2                          O^1     503  P 4 2 3         std    432    O    65  432P   
208  P4_232      P 4_2 3 2            P 4_2 3 2                        O^2     504  P 4n 2 3        std    432    O    65  432P   
209  F432        F 4 3 2              F 4 3 2                          O^3     505  F 4 2 3         std    432    O    66  432F   
210  F4_132      F 4_1 3 2            F 4_1 3 2                        O^4     506  F 4d 2 3        std    432    O    66  432F   
211  I432        I 4 3 2              I 4 3 2                          O^5     507  I 4 2 3         std    432    O    67  432I   
212  P4_332      P 4_3 3 2            P 4_3 3 2                        O^6     508  P 4acd 2ab 3    std    432    O    65  432P   
213  P4_132      P 4_1 3 2            P 4_1 3 2                        O^7     509  P 4bd 2ab 3     std    432    O    65  432P   
214  I4_132      I 4_1 3 2            I 4_1 3 2                        O^8     510  I 4bd 2c 3      std    432    O    67  432I   
215  P-43m       P -4 3 m             P -4 3 m                         Td^1    511  P -4 2 3        std    -43m   Td   68  -43mP  
216  F-43m       F -4 3 m             F -4 3 m                         Td^2    512  F -4 2 3        std    -43m   Td   69  -43mF  
217  I-43m       I -4 3 m             I -4 3 m                         Td^3    513  I -4 2 3        std    -43m   Td   70  -43mI  
218  P-43n       P -4 3 n             P -4 3 n                         Td^4    514  P -4n 2 3       std    -43m   Td   68  -43mP  
219  F-43c       F -4 3 c             F -4 3 c                         Td^5    515  F -4a 2 3       std    -43m   Td   69  -43mF  
220  I-43d       I -4 3 d             I -4 3 d                         Td^6    516  I -4bd 2c 3     std    -43m   Td   70  -43mI  
221  Pm-3m       P 4/m -3 2/m         P m -3 m                         Oh^1    517  -P 4 2 3        std    m-3m   Oh   71  m-3mP  
222  Pn-3n       P 4/n -3 2/n         P n -3 n                         Oh^2    518  P 4 2 3 -1n     1      m-3m   Oh   71  m-3mP  
222  Pn-3n       P 4/n -3 2/n         P n -3 n                         Oh^2    519  -P 4a 2bc 3     2      m-3m   Oh   71  m-3mP  
223  Pm-3n       P 4_2/m -3 2/n       P m -3 n                         Oh^3    520  -P 4n 2 3       std    m-3m   Oh   71  m-3mP  
224  Pn-3m       P 4_2/n -3 2/m       P n -3 m                         Oh^4    521  P 4n 2 3 -1n    1      m-3m   Oh   71  m-3mP  
224  Pn-3m       P 4_2/n -3 2/m       P n -3 m                         Oh^4    522  -P 4bc 2bc 3    2      m-3m   Oh   71  m-3mP  
225  Fm-3m       F 4/m -3 2/m         F m -3 m                         Oh^5    523  -F 4 2 3        std    m-3m   Oh   72  m-3mF  
226  Fm-3c       F 4/m -3 2/c         F m -3 c                         Oh^6    524  -F 4a 2 3       std    m-3m   Oh   72  m-3mF  
227  Fd-3m       F 4_1/d -3 2/m       F d -3 m                         Oh^7    525  F 4d 2 3 -1d    1      m-3m   Oh   72  m-3mF  
227  Fd-3m       F 4_1/d -3 2/m       F d -3 m                         Oh^7    526  -F 4vw 2vw 3    2      m-3m   Oh   72  m-3mF  
228  Fd-3c       F 4_1/d -3 2/c       F d -3 c                         Oh^8    527  F 4d 2 3 -1ad   1      m-3m   Oh   72  m-3mF  
228  Fd-3c       F 4_1/d -3 2/c       F d -3 c                         Oh^8    528  -F 4ud 2vw 3    2      m-3m   Oh   72  m-3mF  
229  Im-3m       I 4/m -3 2/m         I m -3 m                         Oh^9    529  -I 4 2 3        std    m-3m   Oh   73  m-3mI  
